pg_name,location,room_amenities,common_amenities,food_facility,available_from,posted_on,parking,occupancy,rent,deposit
PG for Girls in Ameerpet,Ameerpet,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'housekeeping', 'lift', 'power backup', 'refrigerator/water cooler', 'room cleaning', 'security', 'tv', 'warden', 'washing machine', 'water purifier', 'water purifier (if available)', 'wi?fi (common area)', 'wifi']",All Meals,2025-07-23,2025-06-16,Bike,four,5200,1000
PG for Girls in Ameerpet,Ameerpet,"['ac (on request)', 'attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'housekeeping', 'lift', 'power backup', 'room cleaning', 'security', 'tv', 'warden', 'washing machine', 'water purifier', 'water purifier (if available)', 'wi?fi (common area)', 'wifi']",All Meals,2025-07-23,2025-05-30,Bike,double,5500,5500
PG for Girls in Ameerpet,Ameerpet,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'housekeeping', 'lift (if available)', 'power backup', 'room cleaning', 'security', 'tv', 'warden', 'washing machine', 'water purifier', 'water purifier (if available)', 'wi?fi (common area)', 'wifi']",All Meals,2025-07-23,2025-06-25,Bike,four,5500,1
PG for Boys in Ameerpet,Ameerpet,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'housekeeping', 'power backup', 'room cleaning', 'security', 'tv', 'warden', 'washing machine', 'water cooler/purifier', 'water purifier', 'wi?fi (common area)', 'wifi']",All Meals,2025-07-23,2025-05-29,Bike,four,5500,1
PG for Boys in Ameerpet,Ameerpet,"['ac', 'attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'housekeeping', 'power backup', 'room cleaning', 'security', 'tv', 'washing machine', 'water purifier', 'wi?fi (common area)', 'wifi']",All Meals,2025-07-23,2025-06-29,Bike,single,10000,1000
PG for Girls in Ameerpet,Ameerpet,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)']","['cctv', 'common tv', 'fridge', 'housekeeping', 'laundry service', 'lift', 'power backup', 'room cleaning', 'security', 'warden', 'washing machine', 'water purifier', 'wi?fi (common area)', 'wifi']",All Meals,2025-07-23,2025-05-29,Bike,four,5500,1
PG for Boys in Ameerpet,Ameerpet,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'housekeeping', 'power backup', 'room cleaning', 'safety lockers', 'security', 'warden', 'washing machine', 'water purifier', 'wi?fi (common area)', 'wifi']",All Meals,2025-07-23,2025-06-17,Bike,three,5000,1000
PG for Girls in Ameerpet,Ameerpet,"['ac', 'attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)']","['cctv', 'common tv', 'fridge', 'housekeeping', 'power backup', 'room cleaning', 'security', 'warden', 'washing machine', 'water purifier', 'wi?fi (common area)', 'wifi']",All Meals,2025-07-23,2025-06-11,Bike,four,5000,1
PG for Girls in Ameerpet,Ameerpet,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'housekeeping', 'lift', 'power backup', 'room cleaning', 'security', 'tv', 'warden', 'washing machine', 'water purifier', 'wi?fi (common area)', 'wifi']",All Meals,2025-07-23,2025-07-08,Bike,four,5500,1000
PG for Boys in Ameerpet,Ameerpet,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'housekeeping', 'power backup', 'room cleaning', 'security', 'tv', 'warden', 'washing machine', 'water purifier', 'water purifier/water cooler', 'wi?fi (common area)', 'wifi']",All Meals,2025-07-23,2025-06-02,Bike,four,5800,5800
PG for Boys in Ameerpet,Ameerpet,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'housekeeping', 'power backup', 'room cleaning', 'security', 'tv', 'warden', 'washing machine', 'water purifier', 'wi?fi (common area)', 'wifi']",All Meals,2025-07-23,2025-06-16,Bike,four,5000,5000
PG for Girls in Ameerpet,Ameerpet,"['ac', 'attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'housekeeping', 'power backup', 'room cleaning', 'security', 'tv', 'warden', 'washing machine', 'water purifier', 'wi?fi (common area)', 'wifi']",All Meals,2025-07-23,2025-05-28,Bike,double,15000,15000
PG for Boys in Ameerpet,Ameerpet,"['ac', 'attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)']","['cctv', 'common tv', 'fridge', 'housekeeping', 'laundry service', 'lift', 'power backup', 'room cleaning', 'security', 'tv', 'warden/guardian', 'washing machine', 'water purifier', 'wi?fi (common area)', 'wifi']",All Meals,2025-07-23,2025-06-25,Bike,four,5800,1000
PG for Girls in Ameerpet,Ameerpet,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'housekeeping', 'lift', 'power backup', 'room cleaning', 'safety lockers', 'security', 'tv', 'warden', 'washing machine', 'water purifier', 'wi?fi (common area)', 'wifi']",All Meals,2025-07-23,2025-05-29,Bike,four,5500,500
PG for Girls in Ameerpet,Ameerpet,"['ac', 'attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'housekeeping', 'lift', 'microwave', 'power backup', 'room cleaning', 'safety lockers', 'security', 'tv', 'warden', 'washing machine', 'water purifier', 'wi?fi (common area)', 'wifi']",All Meals,2025-07-23,2025-06-16,Bike,four,5300,500
PG for Boys in Ameerpet,Ameerpet,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'housekeeping', 'laundry service', 'power backup', 'room cleaning', 'security', 'tv', 'warden', 'washing machine', 'water purifier', 'wi?fi (common area)', 'wifi']",All Meals,2025-07-23,2025-06-06,Bike,three,6500,6500
PG for Boys in Ameerpet,Ameerpet,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'housekeeping', 'power backup', 'room cleaning', 'security', 'tv', 'warden', 'washing machine', 'water purifier', 'wi?fi (common area)', 'wifi']",All Meals,2025-07-23,2025-06-06,Bike,four,6000,6000
PG for Girls in Ameerpet,Ameerpet,"['ac', 'attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'housekeeping', 'power backup', 'refrigerator (if available)', 'room cleaning', 'security', 'tv', 'warden', 'washing machine', 'washing machine (if available)', 'water purifier', 'wi?fi (common area)', 'wifi']",All Meals,2025-07-23,2025-06-18,Bike,double,6400,1000
PG for Girls in Ameerpet,Ameerpet,"['ac', 'attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'housekeeping', 'power backup', 'refrigerator (if available)', 'room cleaning', 'safety lockers', 'security', 'tv', 'warden', 'washing machine', 'washing machine (if available)', 'water purifier', 'wi?fi (common area)', 'wifi']",All Meals,2025-07-23,2025-06-18,Bike,three,6400,1000
PG for Girls in Ameerpet,Ameerpet,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'housekeeping', 'power backup', 'refrigerator (if available)', 'room cleaning', 'safety lockers', 'security', 'tv', 'warden', 'washing machine', 'washing machine (if available)', 'water purifier', 'wi?fi (common area)', 'wifi']",All Meals,2025-07-23,2025-06-18,Bike,four,5400,1000
PG for Boys in Ameerpet,Ameerpet,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'housekeeping', 'power backup', 'room cleaning', 'security', 'tv', 'washing machine', 'water purifier', 'wi?fi (common area)', 'wifi']",All Meals,2025-07-23,2025-06-11,Bike,four,5500,1
PG for Boys in Ameerpet,Ameerpet,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'housekeeping', 'laundry', 'power backup', 'room cleaning', 'security', 'tv (common area)', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-06-08,Bike,four,5000,5000
PG for Boys in Ameerpet,Ameerpet,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'housekeeping', 'laundry', 'power backup', 'room cleaning', 'security', 'tv (common area)', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-06-12,Bike,double,8000,1000
PG for Boys in Ameerpet,Ameerpet,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'housekeeping', 'power backup', 'room cleaning', 'security', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-30,2025-06-27,Bike,four,5000,1
PG for Boys in Ameerpet,Ameerpet,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'housekeeping', 'power backup', 'room cleaning', 'security', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-06-11,Bike,four,6000,1
PG for Girls in Ameerpet,Ameerpet,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'housekeeping', 'power backup', 'room cleaning', 'security', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-05-30,Bike,four,5300,5300
PG for Girls in Ameerpet,Ameerpet,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'housekeeping', 'laundry', 'power backup', 'room cleaning', 'security', 'warden', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-06-11,Bike,four,6000,1000
PG for Girls in Ameerpet,Ameerpet,"['bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'light']","['cctv', 'fridge', 'housekeeping', 'security', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-06-17,Bike,three,2500,5000
PG for Girls in Ameerpet,Ameerpet,"['bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'light']","['cctv', 'fridge', 'housekeeping', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-06-11,Bike,four,5300,1000
PG for Girls in Ameerpet,Ameerpet,"['bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'light']","['cctv', 'fridge', 'housekeeping', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-06-12,Bike,four,5500,5500
PG for Boys in Ameerpet,Ameerpet,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'housekeeping', 'lift', 'power backup', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-06-22,Bike,four,5500,1000
PG for Girls in Ameerpet,Ameerpet,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'housekeeping', 'laundry', 'power backup', 'room cleaning', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-06-22,Bike,four,5200,500
PG for Boys in Ameerpet,Ameerpet,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'housekeeping', 'power backup', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-06-13,Bike,three,5500,5500
PG for Boys in Ameerpet,Ameerpet,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'housekeeping', 'room cleaning', 'warden', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-06-30,Bike,four,5000,5000
PG for Boys in Ameerpet,Ameerpet,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'housekeeping', 'power backup', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-05-30,Bike,double,6000,6500
PG for Boys in Ameerpet,Ameerpet,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'housekeeping', 'power backup', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-05-30,Bike,four,5500,1000
PG for Girls in Ameerpet,Ameerpet,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'housekeeping', 'power backup', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-06-16,Bike,four,5000,1000
PG for Boys in Ameerpet,Ameerpet,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'housekeeping', 'power backup', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-06-11,Bike,four,5000,1000
PG for Boys in Uppal,Uppal,"['ac', 'attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'light', 'mattress (foam/cotton)', 'television']","['cctv', 'fridge', 'housekeeping', 'power backup', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-05-29,Bike,three,4500,1
PG for Boys in Uppal,Uppal,"['ac', 'attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'light', 'mattress (foam/cotton)', 'television']","['cctv', 'fridge', 'housekeeping', 'power backup', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-06-27,Bike,three,6000,1000
PG for Boys in Uppal,Uppal,"['ac', 'attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'light', 'mattress (foam/cotton)', 'television']","['cctv', 'fridge', 'housekeeping', 'power backup', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-08-01,2025-06-30,Bike,double,8000,1000
PG for Girls in Uppal,Uppal,"['ac', 'attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'housekeeping', 'power backup', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-06-17,Bike,four,4600,4600
PG for Girls in Uppal,Uppal,"['ac', 'attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'housekeeping', 'laundry', 'power backup', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-05-28,Bike,four,6500,2000
PG for Boys in Uppal,Uppal,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'housekeeping', 'power backup', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-07-04,Bike,four,5000,5000
PG for Boys in Uppal,Uppal,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'housekeeping', 'power backup', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-05-28,Bike and Car,double,6500,2000
PG for Girls in Uppal,Uppal,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'housekeeping', 'laundry', 'power backup', 'room cleaning', 'warden', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-05-29,Bike,three,6200,6200
PG for Boys in Uppal,Uppal,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'housekeeping', 'power backup', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-06-07,Bike,three,5500,1000
PG for Boys in Uppal,Uppal,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'housekeeping', 'power backup', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-06-07,Bike,four,4500,1000
PG for Girls in Uppal,Uppal,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'housekeeping', 'power backup', 'room cleaning', 'warden', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-06-19,Bike,single,0,0
PG for Girls in Uppal,Uppal,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'housekeeping', 'power backup', 'room cleaning', 'warden', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-06-19,Bike,double,0,0
PG for Girls in Uppal,Uppal,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'housekeeping', 'power backup', 'room cleaning', 'warden', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-06-19,Bike,three,0,0
PG for Girls in Uppal,Uppal,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'housekeeping', 'power backup', 'room cleaning', 'warden', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-06-19,Bike,four,5000,1000
PG for Girls in Uppal,Uppal,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'housekeeping', 'power backup', 'room cleaning', 'warden', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-06-28,Bike,four,5500,1000
PG for Girls in Uppal,Uppal,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'housekeeping', 'power backup', 'room cleaning', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-06-19,Bike,four,4500,1000
PG for Boys in Uppal,Uppal,"['ac', 'attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'light', 'mattress (foam/cotton)', 'television']","['cctv', 'fridge', 'housekeeping', 'power backup', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-05-29,Bike,four,5000,1000
PG for Girls in Uppal,Uppal,"['ac', 'attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'light', 'mattress (foam/cotton)', 'television']","['cctv', 'fridge', 'housekeeping', 'power backup', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-05-30,Bike,three,5500,1
PG for Girls in Uppal,Uppal,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'housekeeping', 'power backup', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-05-30,Bike,four,4500,4500
PG for Boys in Uppal,Uppal,"['ac', 'attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'light', 'mattress (foam/cotton)', 'television']","['breakfast', 'cctv', 'dinner', 'fridge', 'housekeeping', 'power backup', 'washing machine', 'water purifier', 'wifi']","Breakfast,dinner",2025-07-23,2025-06-19,Bike,four,5000,1000
PG for Girls in Uppal,Uppal,"['ac', 'attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'light', 'mattress (foam/cotton)', 'television']","['breakfast', 'cctv', 'dinner', 'fridge', 'housekeeping', 'power backup', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-06-07,Bike,single,7500,1000
PG for Girls in Uppal,Uppal,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'fan', 'geyser', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'housekeeping', 'power backup', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-06-07,Bike,double,5500,1000
PG for Girls in Uppal,Uppal,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'housekeeping', 'power backup', 'room cleaning', 'tv', 'warden', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-06-07,Bike,three,5500,1000
PG for Girls in Uppal,Uppal,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'housekeeping', 'power backup', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-06-07,Bike,four,5500,1000
PG for Boys in Uppal,Uppal,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'housekeeping', 'power backup', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-06-18,Bike,four,5500,1
PG for Girls in Uppal,Uppal,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'housekeeping', 'power backup', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-07-07,Bike,three,6000,1500
PG for Girls in Uppal,Uppal,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'housekeeping', 'power backup', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-07-07,Bike,four,5000,1500
PG for Girls in Uppal,Uppal,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'housekeeping', 'power backup', 'room cleaning', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-06-19,Bike,four,4500,4500
PG for Girls in Uppal,Uppal,"['ac', 'attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'housekeeping', 'power backup', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-06-09,Bike,four,8000,6000
PG for Boys in Uppal,Uppal,"['ac', 'attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'light', 'mattress (foam/cotton)', 'television']","['cctv', 'fridge', 'housekeeping', 'power backup', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-05-30,Bike,double,5500,1
PG for Boys in Uppal,Uppal,"['ac', 'attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'light', 'mattress (foam/cotton)', 'television']","['cctv', 'fridge', 'housekeeping', 'power backup', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-06-19,Bike,four,4500,1000
PG for Girls in Uppal,Uppal,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'housekeeping', 'power backup', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-06-18,Bike,four,5100,1000
PG for Boys in Uppal,Uppal,"['ac', 'attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'light', 'mattress (foam/cotton)', 'television']","['cctv', 'fridge', 'housekeeping', 'lunch & dinner)', 'power backup', 'washing machine', 'water purifier', 'wifi']",Not Available,2025-07-23,2025-05-29,Bike,three,4800,4800
PG for Boys in Uppal,Uppal,"['ac', 'attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'light', 'mattress (foam/cotton)', 'television']","['cctv', 'fridge', 'housekeeping', 'power backup', 'washing machine', 'water purifier', 'wifi']",Not Available,2025-07-23,2025-05-29,Bike,four,4500,4500
PG for Girls in Uppal,Uppal,"['ac', 'attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'housekeeping', 'power backup', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-06-27,Bike and Car,four,5500,1000
PG for Boys in Uppal,Uppal,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)', 'television']","['cctv', 'fridge', 'housekeeping', 'power backup', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-05-31,Bike,four,5500,1000
PG for Boys in Uppal,Uppal,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'housekeeping', 'power backup', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-05-30,Bike,four,5500,2000
PG for Girls in Uppal,Uppal,"['ac', 'attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'housekeeping', 'power backup', 'tv', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-06-18,Bike,four,5500,1
PG for Boys in Uppal,Uppal,"['ac', 'attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'light', 'mattress (foam/cotton)', 'television']","['cctv', 'fridge', 'housekeeping', 'power backup', 'washing machine', 'water purifier', 'wifi']",Not Available,2025-07-23,2025-05-26,Bike,four,5000,1000
PG for Girls in Uppal,Uppal,"['ac', 'attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'housekeeping', 'power backup', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2023-10-17,Bike,double,8000,2000
PG for Girls in Uppal,Uppal,"['ac', 'attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'housekeeping', 'laundry', 'power backup', 'room cleaning', 'tv', 'warden', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2023-10-17,Bike,four,6500,1000
PG for Girls in Uppal,Uppal,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'housekeeping', 'laundry', 'power backup', 'room cleaning', 'tv', 'warden', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-05-29,Bike,four,4500,1
